Tag,Distância Euclidiana,Distância Manhattan,Distância Chebyshev,Correlação
0.0,25.68934937911787,1669.8363916352391,0.6009202301502228,0.7134950120357586
1.0,22.106882544980408,1408.8715723529458,0.5741337537765503,0.6705099416570813
2.0,3.419698917836482,138.13169560208917,0.20854419469833374,0.03402226657159002
3.0,18.156679156536324,1093.8344801589847,0.4636407196521759,0.4734863983597235
4.0,12.964009033617822,636.4550977069885,0.6428519058972597,0.36780880408359395
5.0,21.596444978571967,1356.8131245151162,0.5791444182395935,0.6934214794390409
6.0,20.753413703535482,1282.5045765414834,0.5864115059375763,0.7430623558942515
0.0,3.419698917836482,138.13169560208917,0.20854419469833374,0.03402226657159002
