frequencia,mag_(Tag_ID_0),mag_(Tag_ID_1),mag_(Tag_ID_2),mag_(Tag_ID_3),mag_(Tag_ID_4),mag_(Tag_ID_5),mag_(Tag_ID_6)
78000000,0.1269862651824951,0.2135483473539352,0.2424353510141372,0.1874724179506302,0.0888429209589958,0.1760633736848831,0.1225426122546196
79000000,0.1269862651824951,0.2135483473539352,0.2424353510141372,0.1874724179506302,0.0888429209589958,0.1760633736848831,0.1225426122546196
80000000,0.1288015246391296,0.2101596593856811,0.2424364537000656,0.1880562603473663,0.0903309285640716,0.1763929277658462,0.12611068785190582
81000000,0.1288015246391296,0.2101596593856811,0.2424364537000656,0.1880562603473663,0.0903309285640716,0.1763929277658462,0.12611068785190582
82000000,0.1311984360218048,0.2064292728900909,0.2379194051027298,0.1878984868526458,0.0994574502110481,0.1760328710079193,0.1287059634923935
83000000,0.1311984360218048,0.2064292728900909,0.2379194051027298,0.1878984868526458,0.0994574502110481,0.1760328710079193,0.1287059634923935
84000000,0.1370146721601486,0.202216699719429,0.2331334501504898,0.189781904220581,0.1087505668401718,0.1771935522556305,0.13504749536514282
85000000,0.1370146721601486,0.202216699719429,0.2331334501504898,0.189781904220581,0.1087505668401718,0.1771935522556305,0.13504749536514282
86000000,0.1403113603591919,0.1982107758522033,0.2295079380273819,0.1884053647518158,0.1156335622072219,0.1806457191705703,0.14168861508369446
87000000,0.1403113603591919,0.1982107758522033,0.2295079380273819,0.1884053647518158,0.1156335622072219,0.1806457191705703,0.14168861508369446
88000000,0.1430247277021408,0.1982333362102508,0.225774735212326,0.187582865357399,0.1236883103847503,0.1819496601819992,0.14687123894691467
89000000,0.1430247277021408,0.1982333362102508,0.225774735212326,0.187582865357399,0.1236883103847503,0.1819496601819992,0.14687123894691467
90000000,0.1472043991088867,0.196737453341484,0.2227143347263336,0.1874708086252212,0.1302097290754318,0.1842540651559829,0.15227364003658295
91000000,0.1472043991088867,0.196737453341484,0.2227143347263336,0.1874708086252212,0.1302097290754318,0.1842540651559829,0.15227364003658295
92000000,0.1510150134563446,0.1924681216478347,0.222833976149559,0.1870482563972473,0.1387263089418411,0.1868282705545425,0.15835219621658325
93000000,0.1510150134563446,0.1924681216478347,0.222833976149559,0.1870482563972473,0.1387263089418411,0.1868282705545425,0.15835219621658325
94000000,0.1536597460508346,0.1889771968126297,0.2227791547775268,0.18821582198143,0.1450998336076736,0.1850993335247039,0.16465851664543152
95000000,0.1536597460508346,0.1889771968126297,0.2227791547775268,0.18821582198143,0.1450998336076736,0.1850993335247039,0.16465851664543152
96000000,0.1562628895044326,0.187133252620697,0.2223464399576187,0.1909577846527099,0.1541979610919952,0.1865871846675872,0.168864443898201
97000000,0.1562628895044326,0.187133252620697,0.2223464399576187,0.1909577846527099,0.1541979610919952,0.1865871846675872,0.168864443898201
98000000,0.1605581939220428,0.1865902692079544,0.2190729081630706,0.1960416287183761,0.1612872630357742,0.1902672350406646,0.17745058238506317
99000000,0.1605581939220428,0.1865902692079544,0.2190729081630706,0.1960416287183761,0.1612872630357742,0.1902672350406646,0.17745058238506317
100000000,0.1631793677806854,0.1849600374698639,0.2179116755723953,0.1995878517627716,0.1694893091917038,0.1918756365776062,0.185739666223526
101000000,0.1631793677806854,0.1849600374698639,0.2179116755723953,0.1995878517627716,0.1694893091917038,0.1918756365776062,0.185739666223526
102000000,0.168760597705841,0.1868900954723358,0.2162731736898422,0.2034539729356765,0.180581584572792,0.1935733705759048,0.19972190260887146
103000000,0.168760597705841,0.1868900954723358,0.2162731736898422,0.2034539729356765,0.180581584572792,0.1935733705759048,0.19972190260887146
104000000,0.1734922230243683,0.1910554021596908,0.2161227315664291,0.2072673439979553,0.1909518837928772,0.1975917667150497,0.20699341595172882
105000000,0.1734922230243683,0.1910554021596908,0.2161227315664291,0.2072673439979553,0.1909518837928772,0.1975917667150497,0.20699341595172882
106000000,0.1746691763401031,0.1970717161893844,0.2162637412548065,0.2122724801301956,0.1948232352733612,0.1977117657661438,0.2132277935743332
107000000,0.1746691763401031,0.1970717161893844,0.2162637412548065,0.2122724801301956,0.1948232352733612,0.1977117657661438,0.2132277935743332
108000000,0.1779088228940963,0.2014401853084564,0.2179612815380096,0.2154871076345443,0.2019630819559097,0.2002283185720443,0.21884331107139587
109000000,0.1779088228940963,0.2014401853084564,0.2179612815380096,0.2154871076345443,0.2019630819559097,0.2002283185720443,0.21884331107139587
110000000,0.1790127754211425,0.2082802057266235,0.222109854221344,0.2198222279548645,0.2064637094736099,0.2029725760221481,0.21959252655506134
111000000,0.1790127754211425,0.2082802057266235,0.222109854221344,0.2198222279548645,0.2064637094736099,0.2029725760221481,0.21959252655506134
112000000,0.1794537454843521,0.2091467976570129,0.2294298112392425,0.2247273921966552,0.2122258096933365,0.2054622769355774,0.22019322216510773
113000000,0.1794537454843521,0.2091467976570129,0.2294298112392425,0.2247273921966552,0.2122258096933365,0.2054622769355774,0.22019322216510773
114000000,0.1840228736400604,0.212224930524826,0.230186715722084,0.2287234663963318,0.2211268246173858,0.2088801860809326,0.22343148291110992
115000000,0.1840228736400604,0.212224930524826,0.230186715722084,0.2287234663963318,0.2211268246173858,0.2088801860809326,0.22343148291110992
116000000,0.1861689984798431,0.2177407890558242,0.2327907681465149,0.2352519631385803,0.2291320264339447,0.211796149611473,0.23026202619075775
117000000,0.1861689984798431,0.2177407890558242,0.2327907681465149,0.2352519631385803,0.2291320264339447,0.211796149611473,0.23026202619075775
118000000,0.1905375123023986,0.2241729795932769,0.2348473221063614,0.2405465394258499,0.2362519651651382,0.2165085226297378,0.23624832928180695
119000000,0.1905375123023986,0.2241729795932769,0.2348473221063614,0.2405465394258499,0.2362519651651382,0.2165085226297378,0.23624832928180695
120000000,0.1938013881444931,0.2296309769153595,0.2355820089578628,0.2445637285709381,0.2432916313409805,0.2216287106275558,0.24115876853466034
121000000,0.1938013881444931,0.2296309769153595,0.2355820089578628,0.2445637285709381,0.2432916313409805,0.2216287106275558,0.24115876853466034
122000000,0.1988393068313598,0.2310444116592407,0.2407220602035522,0.2444011270999908,0.2476352155208587,0.223689928650856,0.24454596638679504
123000000,0.1988393068313598,0.2310444116592407,0.2407220602035522,0.2444011270999908,0.2476352155208587,0.223689928650856,0.24454596638679504
124000000,0.2050591558218002,0.2406671494245529,0.2462571412324905,0.2481570988893509,0.2577928900718689,0.2285631448030471,0.24968887865543365
125000000,0.2050591558218002,0.2406671494245529,0.2462571412324905,0.2481570988893509,0.2577928900718689,0.2285631448030471,0.24968887865543365
126000000,0.2105565369129181,0.241765558719635,0.2480110824108123,0.2523921728134155,0.2676169276237488,0.2330283969640731,0.2531242370605469
127000000,0.2105565369129181,0.241765558719635,0.2480110824108123,0.2523921728134155,0.2676169276237488,0.2330283969640731,0.2531242370605469
128000000,0.2092609107494354,0.2432684898376464,0.2535076439380646,0.2568685412406921,0.2787263989448547,0.2405186593532562,0.25368785858154297
129000000,0.2092609107494354,0.2432684898376464,0.2535076439380646,0.2568685412406921,0.2787263989448547,0.2405186593532562,0.25368785858154297
130000000,0.2130583077669143,0.247263491153717,0.2620428800582886,0.2609166204929352,0.286711037158966,0.2448513209819793,0.25659868121147156
131000000,0.2130583077669143,0.247263491153717,0.2620428800582886,0.2609166204929352,0.286711037158966,0.2448513209819793,0.25659868121147156
